"Notes"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2017"	"2017"	1	20973213	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2018"	"2018"	3	20974830	Unreliable
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"			4	41948043	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2018"	"2018"	1	20974830	Unreliable
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"			1	41948043	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	183	20973213	0.9
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2018"	"2018"	223	20974830	1.1
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"			406	41948043	1.0
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by drowning and submersion"	"X71"	"2017"	"2017"	1	20973213	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by drowning and submersion"	"X71"	"2018"	"2018"	1	20974830	Unreliable
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by drowning and submersion"	"X71"			2	41948043	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	35	20973213	0.2
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	48	20974830	0.2
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by handgun discharge"	"X72"			83	41948043	0.2
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	19	20973213	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	20	20974830	0.1
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"			39	41948043	0.1
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	102	20973213	0.5
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	91	20974830	0.4
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			193	41948043	0.5
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by sharp object"	"X78"	"2017"	"2017"	1	20973213	Unreliable
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by sharp object"	"X78"			1	41948043	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2017"	"2017"	2	20973213	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"	"2018"	"2018"	2	20974830	Unreliable
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by jumping from a high place"	"X80"			4	41948043	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	2	20973213	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2018"	"2018"	3	20974830	Unreliable
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by jumping or lying before moving object"	"X81"			5	41948043	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2018"	"2018"	1	20974830	Unreliable
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by crashing of motor vehicle"	"X82"			1	41948043	Unreliable
	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by other specified means"	"X83"	"2018"	"2018"	1	20974830	Unreliable
"Total"	"Male"	"M"	"5-14 years"	"5-14"	"Intentional self-harm by other specified means"	"X83"			1	41948043	Unreliable
"Total"	"Male"	"M"	"5-14 years"	"5-14"					746	41948043	1.8
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2017"	"2017"	6	22149633	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2018"	"2018"	3	21976455	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"			9	44126088	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2017"	"2017"	33	22149633	0.1
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2018"	"2018"	42	21976455	0.2
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"			75	44126088	0.2
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2017"	"2017"	25	22149633	0.1
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2018"	"2018"	19	21976455	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"			44	44126088	0.1
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2017"	"2017"	1	22149633	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2018"	"2018"	1	21976455	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"			2	44126088	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2017"	"2017"	90	22149633	0.4
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2018"	"2018"	83	21976455	0.4
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"			173	44126088	0.4
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2018"	"2018"	2	21976455	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to alcohol"	"X65"			2	44126088	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2017"	"2017"	4	22149633	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2018"	"2018"	1	21976455	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"			5	44126088	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2017"	"2017"	92	22149633	0.4
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2018"	"2018"	86	21976455	0.4
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"			178	44126088	0.4
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to pesticides"	"X68"	"2017"	"2017"	1	22149633	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to pesticides"	"X68"			1	44126088	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2017"	"2017"	3	22149633	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2018"	"2018"	11	21976455	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"			14	44126088	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	1729	22149633	7.8
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2018"	"2018"	1686	21976455	7.7
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"			3415	44126088	7.7
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by drowning and submersion"	"X71"	"2017"	"2017"	45	22149633	0.2
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by drowning and submersion"	"X71"	"2018"	"2018"	42	21976455	0.2
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by drowning and submersion"	"X71"			87	44126088	0.2
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	637	22149633	2.9
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	658	21976455	3.0
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by handgun discharge"	"X72"			1295	44126088	2.9
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	446	22149633	2.0
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	406	21976455	1.8
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"			852	44126088	1.9
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	1555	22149633	7.0
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	1586	21976455	7.2
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			3141	44126088	7.1
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by explosive material"	"X75"	"2017"	"2017"	1	22149633	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by explosive material"	"X75"	"2018"	"2018"	2	21976455	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by explosive material"	"X75"			3	44126088	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2017"	"2017"	18	22149633	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2018"	"2018"	13	21976455	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by smoke, fire and flames"	"X76"			31	44126088	0.1
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by sharp object"	"X78"	"2017"	"2017"	31	22149633	0.1
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by sharp object"	"X78"	"2018"	"2018"	30	21976455	0.1
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by sharp object"	"X78"			61	44126088	0.1
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by jumping from a high place"	"X80"	"2017"	"2017"	154	22149633	0.7
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by jumping from a high place"	"X80"	"2018"	"2018"	161	21976455	0.7
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by jumping from a high place"	"X80"			315	44126088	0.7
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	103	22149633	0.5
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2018"	"2018"	99	21976455	0.5
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by jumping or lying before moving object"	"X81"			202	44126088	0.5
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2017"	"2017"	30	22149633	0.1
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2018"	"2018"	43	21976455	0.2
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by crashing of motor vehicle"	"X82"			73	44126088	0.2
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by other specified means"	"X83"	"2017"	"2017"	8	22149633	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by other specified means"	"X83"	"2018"	"2018"	8	21976455	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by other specified means"	"X83"			16	44126088	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by unspecified means"	"X84"	"2017"	"2017"	4	22149633	Unreliable
	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by unspecified means"	"X84"	"2018"	"2018"	6	21976455	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"	"Intentional self-harm by unspecified means"	"X84"			10	44126088	Unreliable
"Total"	"Male"	"M"	"15-24 years"	"15-24"					10004	44126088	22.7
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2017"	"2017"	7	22991361	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2018"	"2018"	5	23210709	Unreliable
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"			12	46202070	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2017"	"2017"	85	22991361	0.4
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2018"	"2018"	78	23210709	0.3
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"			163	46202070	0.4
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2017"	"2017"	39	22991361	0.2
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2018"	"2018"	35	23210709	0.2
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"			74	46202070	0.2
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2017"	"2017"	4	22991361	Unreliable
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"			4	46202070	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2017"	"2017"	176	22991361	0.8
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2018"	"2018"	161	23210709	0.7
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"			337	46202070	0.7
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2017"	"2017"	8	22991361	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2018"	"2018"	2	23210709	Unreliable
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to alcohol"	"X65"			10	46202070	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2017"	"2017"	5	22991361	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2018"	"2018"	6	23210709	Unreliable
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"			11	46202070	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2017"	"2017"	131	22991361	0.6
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2018"	"2018"	143	23210709	0.6
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"			274	46202070	0.6
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to pesticides"	"X68"	"2017"	"2017"	2	22991361	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to pesticides"	"X68"	"2018"	"2018"	1	23210709	Unreliable
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to pesticides"	"X68"			3	46202070	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2017"	"2017"	6	22991361	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2018"	"2018"	10	23210709	Unreliable
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"			16	46202070	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	2418	22991361	10.5
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2018"	"2018"	2417	23210709	10.4
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"			4835	46202070	10.5
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by drowning and submersion"	"X71"	"2017"	"2017"	55	22991361	0.2
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by drowning and submersion"	"X71"	"2018"	"2018"	64	23210709	0.3
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by drowning and submersion"	"X71"			119	46202070	0.3
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	794	22991361	3.5
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	791	23210709	3.4
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by handgun discharge"	"X72"			1585	46202070	3.4
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	339	22991361	1.5
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	317	23210709	1.4
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"			656	46202070	1.4
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	1829	22991361	8.0
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	1822	23210709	7.8
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			3651	46202070	7.9
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by explosive material"	"X75"	"2018"	"2018"	1	23210709	Unreliable
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by explosive material"	"X75"			1	46202070	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2017"	"2017"	19	22991361	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2018"	"2018"	26	23210709	0.1
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by smoke, fire and flames"	"X76"			45	46202070	0.1
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by sharp object"	"X78"	"2017"	"2017"	90	22991361	0.4
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by sharp object"	"X78"	"2018"	"2018"	105	23210709	0.5
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by sharp object"	"X78"			195	46202070	0.4
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by jumping from a high place"	"X80"	"2017"	"2017"	160	22991361	0.7
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by jumping from a high place"	"X80"	"2018"	"2018"	172	23210709	0.7
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by jumping from a high place"	"X80"			332	46202070	0.7
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	122	22991361	0.5
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2018"	"2018"	144	23210709	0.6
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by jumping or lying before moving object"	"X81"			266	46202070	0.6
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2017"	"2017"	32	22991361	0.1
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2018"	"2018"	23	23210709	0.1
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by crashing of motor vehicle"	"X82"			55	46202070	0.1
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by other specified means"	"X83"	"2017"	"2017"	10	22991361	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by other specified means"	"X83"	"2018"	"2018"	10	23210709	Unreliable
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by other specified means"	"X83"			20	46202070	0.0
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by unspecified means"	"X84"	"2017"	"2017"	7	22991361	Unreliable
	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by unspecified means"	"X84"	"2018"	"2018"	12	23210709	Unreliable
"Total"	"Male"	"M"	"25-34 years"	"25-34"	"Intentional self-harm by unspecified means"	"X84"			19	46202070	Unreliable
"Total"	"Male"	"M"	"25-34 years"	"25-34"					12683	46202070	27.5
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2017"	"2017"	14	20369100	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2018"	"2018"	12	20587600	Unreliable
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"			26	40956700	0.1
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2017"	"2017"	92	20369100	0.5
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2018"	"2018"	77	20587600	0.4
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"			169	40956700	0.4
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2017"	"2017"	47	20369100	0.2
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2018"	"2018"	41	20587600	0.2
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"			88	40956700	0.2
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2017"	"2017"	4	20369100	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2018"	"2018"	7	20587600	Unreliable
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"			11	40956700	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2017"	"2017"	230	20369100	1.1
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2018"	"2018"	192	20587600	0.9
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"			422	40956700	1.0
